customerID,gender,Partner,Dependents,PhoneService,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,Churn
4391-RESHN,Male,No,No,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,1100 INR,Yes
8204-TIFGJ,Female,No,No,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),300 INR,No
1183-CANVH,Female,Yes,No,Yes,DSL,No,No,No,Yes,Yes,No,One year,No,Bank transfer (automatic),600 INR,No
0269-XFESX,Male,Yes,Yes,Yes,No,No,No,No,No,No,No,One year,No,Mailed check,300 INR,No
1360-RCYRT,Male,Yes,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),400 INR,No
0489-WMEMG,Female,No,Yes,Yes,DSL,No,No,No,Yes,No,No,One year,Yes,Electronic check,500 INR,No
2985-FMWYF,Female,No,No,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,1000 INR,Yes
9921-QFQUL,Female,Yes,No,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,1000 INR,No
3323-CPBWR,Male,No,No,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),1000 INR,No
2335-GSODA,Male,No,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Mailed check,500 INR,No
9801-NOSHQ,Male,No,Yes,Yes,No,No,No,No,No,No,No,One year,No,Mailed check,200 INR,No
3389-KTRXV,Female,Yes,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Mailed check,300 INR,No
6633-SYEUS,Female,No,No,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),900 INR,No
1684-FLBGS,Female,Yes,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),700 INR,No
9347-AERRL,Male,Yes,No,Yes,No,No,No,No,No,No,No,One year,No,Credit card (automatic),200 INR,No
7703-ZEKEF,Male,No,No,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,900 INR,Yes
2504-DSHIH,Male,Yes,No,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,900 INR,Yes
3956-CJUST,Female,No,No,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),800 INR,No
6419-ZTTLE,Male,Yes,No,Yes,No,No,No,No,No,No,No,One year,Yes,Electronic check,300 INR,No
6242-MBHPK,Female,Yes,No,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,1000 INR,No
6507-ZJSUR,Male,Yes,No,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,1000 INR,Yes
2811-POVEX,Female,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),900 INR,No
8017-LXHFA,Female,No,No,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,1000 INR,Yes
2070-XYMFH,Female,No,No,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,800 INR,Yes
8118-LSUEL,Male,No,No,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,1100 INR,Yes
1261-FWTTE,Male,No,No,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),400 INR,No
5995-SNNEW,Male,Yes,No,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,1100 INR,Yes
2322-VCZHZ,Male,Yes,No,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,900 INR,No
9178-JHUVJ,Male,Yes,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),300 INR,No
6778-JFCMK,Male,No,No,No,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Mailed check,600 INR,No
6122-EFVKN,Male,No,Yes,No,DSL,Yes,No,No,Yes,No,No,Two year,No,Mailed check,400 INR,No
8313-NDOIA,Female,No,No,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,1100 INR,No
6614-VBEGU,Female,Yes,No,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),700 INR,No
4104-PVRPS,Male,Yes,No,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,600 INR,No
2359-KMGLI,Male,No,No,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,900 INR,Yes
8067-NIOYM,Female,Yes,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),300 INR,No
0810-BDHAW,Female,Yes,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,One year,No,Electronic check,800 INR,No
0835-DUUIQ,Female,No,Yes,Yes,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),300 INR,No
7567-ECMCM,Male,No,No,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),800 INR,No
7030-NJVDP,Male,Yes,No,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,900 INR,No
7979-CORPM,Male,No,No,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),1000 INR,Yes
5593-SUAOO,Female,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Bank transfer (automatic),900 INR,No
5989-OMNJE,Female,Yes,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,600 INR,No
3569-EDBPQ,Female,No,No,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,900 INR,No
7079-QRCBC,Female,No,No,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,1000 INR,Yes
6365-MTGZX,Male,No,No,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,1000 INR,Yes
7217-JYHOQ,Male,Yes,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),800 INR,No
3221-CJMSG,Male,No,No,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),600 INR,No
2801-NISEI,Male,No,No,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,600 INR,No
3737-XBQDD,Male,No,No,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),900 INR,Yes
3948-XHGNA,Male,No,No,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),500 INR,No
8565-CLBZW,Male,No,No,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,900 INR,Yes
3778-FOAQW,Female,Yes,No,Yes,No,No,No,No,No,No,No,One year,No,Mailed check,300 INR,No
4335-UPJSI,Female,No,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Mailed check,200 INR,No
7619-ODSGN,Male,Yes,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,600 INR,No
6620-HVDUJ,Male,No,No,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),700 INR,No
0447-RXSGD,Male,No,No,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),1000 INR,No
4873-ILOLJ,Male,No,No,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,1000 INR,Yes
3594-BDSOA,Female,Yes,No,Yes,No,No,No,No,No,No,No,One year,No,Credit card (automatic),300 INR,No
2770-NSVDG,Male,Yes,No,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,300 INR,No
0581-MDMPW,Female,No,No,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),900 INR,No
7508-KBIMB,Male,Yes,Yes,Yes,DSL,Yes,No,Yes,No,No,No,One year,Yes,Credit card (automatic),600 INR,No
7244-KXYZN,Female,No,No,Yes,No,No,No,No,No,No,No,One year,No,Credit card (automatic),300 INR,No
9357-UJRUN,Male,Yes,No,Yes,DSL,Yes,No,No,Yes,No,No,One year,Yes,Electronic check,600 INR,No
2960-NKRSO,Male,No,No,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,900 INR,No
0496-AHOOK,Male,Yes,No,Yes,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),800 INR,No
1834-WULEG,Male,Yes,Yes,Yes,No,No,No,No,No,No,No,One year,No,Mailed check,300 INR,No
3896-ZVNET,Female,Yes,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Mailed check,300 INR,No
8173-RXAYP,Female,Yes,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Mailed check,200 INR,No
6778-EICRF,Male,Yes,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,One year,No,Mailed check,800 INR,No
9143-CANJF,Female,Yes,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,600 INR,No
2229-VWQJH,Female,No,No,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),500 INR,No
2430-USGXP,Male,Yes,No,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,1100 INR,Yes
2203-GHNWN,Female,Yes,No,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,800 INR,Yes
6038-GCYEC,Female,No,No,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),600 INR,Yes
5789-LDFXO,Male,No,No,Yes,No,No,No,No,No,No,No,One year,No,Electronic check,300 INR,No
8625-AZYZY,Male,Yes,No,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,1100 INR,Yes
8194-PEEBY,Female,Yes,Yes,Yes,No,No,No,No,No,No,No,One year,No,Mailed check,200 INR,No
7964-YESJC,Female,Yes,No,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,700 INR,No
1395-WSWXR,Male,No,No,Yes,No,No,No,No,No,No,No,Two year,No,Mailed check,300 INR,No
6427-FEFIG,Female,Yes,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),800 INR,No
6867-ACCZI,Female,Yes,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,600 INR,No
1131-ALZWV,Female,No,No,Yes,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),300 INR,No
1307-ATKGB,Male,No,No,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,900 INR,No
9360-OMDZZ,Male,No,No,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,1000 INR,Yes
5480-TBGPH,Female,Yes,No,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),1000 INR,No
9058-MJLZC,Female,No,No,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,1000 INR,Yes
3521-MNKLV,Male,No,No,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,500 INR,No
5092-STPKP,Female,No,No,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),600 INR,No
6527-PZFPV,Male,Yes,Yes,Yes,No,No,No,No,No,No,No,One year,Yes,Credit card (automatic),300 INR,No
7901-IIDQV,Male,No,No,Yes,DSL,No,No,No,Yes,No,No,One year,No,Bank transfer (automatic),600 INR,No
4277-UDIEF,Male,Yes,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),900 INR,No
2371-JQHZZ,Male,Yes,No,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,1000 INR,Yes
1089-XZWHH,Female,Yes,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Mailed check,200 INR,No
0733-VUNUW,Male,No,No,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),600 INR,No
3460-TJBWI,Male,Yes,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Mailed check,300 INR,No
1535-VTJOQ,Female,No,No,Yes,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),300 INR,No
9548-LERKT,Male,Yes,No,Yes,No,No,No,No,No,No,No,Two year,No,Mailed check,200 INR,No
9828-QHFBK,Male,No,No,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,600 INR,No
5474-LAMUQ,Male,Yes,No,Yes,No,No,No,No,No,No,No,One year,No,Mailed check,300 INR,No
0164-XAIRP,Female,No,No,Yes,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),200 INR,No
5666-CYCYZ,Female,No,No,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,900 INR,No
8155-IBNHG,Female,Yes,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),800 INR,Yes
1904-WAJAA,Female,Yes,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Electronic check,700 INR,No
2843-CQMEG,Male,No,No,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,500 INR,No
6840-RESVB,Male,Yes,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,900 INR,No
7534-BFESC,Male,No,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,800 INR,Yes
2840-XANRC,Male,Yes,No,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,1000 INR,Yes
3509-GWQGF,Male,No,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),700 INR,No
3723-BFBGR,Male,No,No,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),600 INR,No
0516-QREYC,Female,No,No,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,300 INR,No
8070-AAWZP,Male,Yes,No,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,400 INR,No
7826-VVKWT,Female,Yes,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,1000 INR,No
9189-JWSHV,Female,Yes,No,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,1000 INR,No
7278-CKDNC,Male,No,No,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,900 INR,Yes
2034-CGRHZ,Male,No,No,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),1100 INR,Yes
4597-NUCQV,Male,No,No,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,1100 INR,Yes
0537-QYZZN,Male,Yes,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,800 INR,Yes
2956-GGUCQ,Male,Yes,No,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,800 INR,Yes
2778-OCLGR,Male,Yes,No,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),400 INR,No
6892-XPFPU,Male,Yes,No,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,1100 INR,Yes
9381-NDKME,Female,Yes,No,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),500 INR,Yes
5129-JLPIS,Male,No,No,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,1100 INR,No
6207-WIOLX,Female,Yes,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),600 INR,Yes
9601-BRXPO,Female,Yes,No,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),1100 INR,Yes
3003-CMDUU,Female,Yes,No,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,1000 INR,No
7133-VBDCG,Female,No,No,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),800 INR,Yes
1216-JWVUX,Male,Yes,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,800 INR,No
3196-NVXLZ,Female,No,No,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,900 INR,No
4002-BQWPQ,Male,No,No,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),900 INR,No
4607-CHPCA,Male,Yes,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,1000 INR,No
0074-HDKDG,Male,Yes,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),700 INR,No
6479-OAUSD,Male,No,No,Yes,No,No,No,No,No,No,No,One year,No,Credit card (automatic),200 INR,No
2120-SMPEX,Male,No,No,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,300 INR,No
3452-FLHYD,Male,Yes,No,Yes,No,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),300 INR,No
5522-NYKPB,Male,Yes,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,900 INR,No
8201-AAXCB,Male,Yes,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,700 INR,No
5419-KLXBN,Female,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),900 INR,Yes
7978-DKUQH,Female,Yes,No,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,800 INR,No
2809-ILCYT,Female,Yes,No,Yes,No,No,No,No,No,No,No,One year,Yes,Mailed check,300 INR,No
9621-OUPYD,Female,Yes,No,Yes,No,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),300 INR,No
0203-HHYIJ,Male,No,No,Yes,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),300 INR,No
7175-NTIXE,Female,No,No,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),800 INR,No
1069-QJOEE,Male,Yes,Yes,Yes,No,No,No,No,No,No,No,One year,No,Electronic check,200 INR,No
6402-SSEJG,Female,No,No,No,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,700 INR,No
8929-KSWIH,Male,No,No,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),1000 INR,No
4404-HIBDJ,Female,No,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,No,Mailed check,800 INR,Yes
4016-BJKTZ,Female,No,No,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,1100 INR,No
0148-DCDOS,Male,No,No,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),1000 INR,Yes
2115-BFTIW,Male,No,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,800 INR,No
7319-ZNRTR,Male,Yes,Yes,Yes,No,No,No,No,No,No,No,One year,No,Electronic check,200 INR,No
7089-XXAYG,Male,Yes,No,No,DSL,No,No,Yes,No,Yes,No,One year,Yes,Credit card (automatic),400 INR,No
9467-ROOLM,Female,No,No,Yes,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,200 INR,No
8393-DLHGA,Male,No,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,1000 INR,Yes
6061-PQHMK,Female,No,No,Yes,No,No,No,No,No,No,No,One year,No,Credit card (automatic),200 INR,No
0428-AXXLJ,Male,No,No,Yes,No,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),200 INR,No
5201-FRKKS,Male,No,No,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),800 INR,No
5062-CJJKH,Male,Yes,Yes,Yes,DSL,No,Yes,Yes,No,No,No,One year,No,Mailed check,600 INR,No
7011-CVEUC,Male,Yes,No,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),1000 INR,No
0191-EQUUH,Female,No,Yes,No,DSL,Yes,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),400 INR,No
8851-RAGOV,Female,Yes,No,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,800 INR,No
8515-OCTJS,Female,No,No,Yes,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),300 INR,No
4822-YCXMX,Male,No,No,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,900 INR,Yes
8815-LMFLX,Male,Yes,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),300 INR,No
7504-UWHNB,Male,No,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,700 INR,No
7632-YUTXB,Female,Yes,Yes,Yes,No,No,No,No,No,No,No,One year,No,Mailed check,300 INR,No
2519-TWKFS,Male,Yes,Yes,Yes,DSL,No,No,No,Yes,No,No,One year,Yes,Mailed check,600 INR,No
8780-RSYYU,Female,No,No,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),200 INR,No
3393-FMZPV,Female,No,No,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,1100 INR,Yes
0584-BJQGZ,Female,No,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),800 INR,No
7407-SUJIZ,Male,No,No,Yes,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,300 INR,No
7267-FRMJW,Female,Yes,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Mailed check,300 INR,No
2894-QOJRX,Female,Yes,No,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),400 INR,No
9495-REDIY,Male,No,Yes,No,DSL,Yes,No,No,No,Yes,No,One year,Yes,Credit card (automatic),500 INR,No
3458-IDMFK,Male,No,No,Yes,No,No,No,No,No,No,No,Two year,Yes,Mailed check,300 INR,No
0487-VVUVK,Male,Yes,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,200 INR,No
2805-AUFQN,Female,No,No,Yes,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),200 INR,No
3099-OONVS,Male,Yes,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,600 INR,No
9881-VCZEP,Female,Yes,No,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,600 INR,No
4009-ALQFH,Female,No,No,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,1000 INR,Yes
0071-NDAFP,Male,Yes,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),300 INR,No
1042-HFUCW,Female,No,Yes,Yes,DSL,No,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),600 INR,No
8409-WQJUX,Female,No,No,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,600 INR,No
4923-ADWXJ,Female,No,No,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),700 INR,No
2108-GLPQB,Male,Yes,No,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),600 INR,No
4747-LCAQL,Male,No,No,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,800 INR,No
7895-VONWT,Female,No,No,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,500 INR,Yes
1760-CAZHT,Male,No,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,300 INR,No
2685-SREOM,Female,Yes,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,900 INR,Yes
9945-PSVIP,Female,Yes,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Mailed check,200 INR,No
0357-NVCRI,Female,No,Yes,Yes,No,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),300 INR,No
6575-SUVOI,Female,Yes,No,Yes,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),700 INR,No
4598-XLKNJ,Female,Yes,No,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,1000 INR,Yes
8922-LIEGH,Female,No,No,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,900 INR,Yes
5130-IEKQT,Male,No,No,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,1100 INR,No
4526-ZJJTM,Female,Yes,No,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),900 INR,No
7924-GJZFI,Female,Yes,No,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,700 INR,Yes
6946-LMSQS,Male,Yes,No,Yes,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Electronic check,900 INR,Yes
6402-ZFPPI,Female,No,No,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,1100 INR,Yes
6595-YGXIT,Male,No,No,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,900 INR,Yes
8739-WWKDU,Male,No,No,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,900 INR,Yes
2320-SLKMB,Female,No,No,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),500 INR,No
1853-ARAAQ,Female,No,No,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),600 INR,No
4795-UXVCJ,Male,No,No,Yes,No,No,No,No,No,No,No,One year,No,Credit card (automatic),200 INR,No
6103-BOCOU,Female,No,No,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,900 INR,No
8436-BJUMM,Male,Yes,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,900 INR,Yes
6100-FJZDG,Male,Yes,Yes,Yes,No,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),300 INR,No
5859-HZYLF,Male,Yes,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),200 INR,No
2208-NQBCT,Female,Yes,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,900 INR,No
4189-NAKJS,Male,No,No,Yes,DSL,No,No,No,No,No,No,One year,Yes,Credit card (automatic),600 INR,No
9313-QOLTZ,Male,No,No,Yes,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,300 INR,No
